DISTRICT,SCHOOL,SCHOOL.LEVEL..x,X2009.2010.OVERALL.GRADE,X2009.2010.ENVIRONMENT.GRADE,X2009.2010.PERFORMANCE.GRADE,X2009.2010.PROGRESS.GRADE,X2008.2009.PROGRESS.REPORT.GRADE,X2010.2011.OVERALL.GRADE,X2010.2011.ENVIRONMENT.GRADE,X2010.2011.PERFORMANCE.GRADE,X2010.2011.PROGRESS.GRADE,X2009.2010.PROGRESS.REPORT.GRADE,BOROUGH
15,Magnet School for Science & Technology,Elementary,C,B,C,C,A,A ,B ,B ,A ,C,Brooklyn
15,P.S. 130 The Parkside,Elementary,B,B,B,B,A,A ,B ,B ,A ,B,Brooklyn
15,Sunset Park Prep,Middle,A,B,B,A,A,A ,B ,B ,B ,A,Brooklyn
15,P.S. 029 John M. Harrigan,Elementary,A,B,B,B,A,C ,A ,B ,F ,A,Brooklyn
15,P.S. 001 The Bergen,Elementary,C,A,C,C,A,B ,A ,B ,B ,C,Brooklyn
15,P.S. 230 Doris L. Cohen,Elementary,C,A,C,C,A,C ,A ,C ,C ,C,Brooklyn
15,The Math & Science Exploratory School,Middle,A,B,A,A,A,A ,B ,A ,A ,A,Brooklyn
15,Secondary School for Law,Middle,C,C,D,C,A,,,,,C,Brooklyn
15,Secondary School for Journalism,High School,B,C,B,A,C,,,,,C,Brooklyn
15,Secondary School for Law,High School,C,C,C,C,C,,,,,C,Brooklyn
15,Secondary School for Journalism,Middle,C,C,D,D,A,,,,,C,Brooklyn
15,P.S. 124 Silas B. Dutcher,Elementary,A,B,B,A,A,B ,B ,D ,B ,A,Brooklyn
16,Frederick Douglass Academy IV Secondary School,Middle,F,D,D,F,C,F ,C ,D ,F ,F,Brooklyn
16,P.S. 308 Clara Cardwell,K-8,C,D,D,B,A,D ,C ,D ,F ,C,Brooklyn
16,P.S. 025 Eubie Blake School,Elementary,C,D,D,C,A,C ,C ,C ,C ,C,Brooklyn
16,Upper School @ P.S. 25,Middle,C,F,D,B,B,B ,C ,C ,B ,C,Brooklyn
16,J.H.S. 057 Whitelaw Reid,Middle,C,A,D,B,A,C ,A ,D ,C ,C,Brooklyn
16,Frederick Douglass Academy IV Secondary School,High School,B,D,A,B,D,F ,C ,D ,F ,F,Brooklyn
16,Brighter Choice Community School,K-3,D,A,F,C,,,,,,D,Brooklyn
16,P.S. 005 Dr. Ronald Mcnair,Elementary,B,C,C,A,A,C ,D ,C ,C ,B,Brooklyn
16,P.S. 026 Jesse Owens,Elementary,C,B,C,C,A,A ,B ,B ,A ,C,Brooklyn
16,P.S. 335 Granville T. Woods,Elementary,B,C,B,B,A,A ,B ,B ,A ,B,Brooklyn
16,P.S. 081 Thaddeus Stevens,Elementary,B,B,C,C,A,B ,B ,C ,B ,B,Brooklyn
16,P.S. 021 Crispus Attucks,Elementary,A,A,B,A,B,A ,A ,B ,A ,A,Brooklyn
16,P.S. 243K- The Weeksville School,Elementary,C,B,D,F,A,C ,B ,D ,C ,C,Brooklyn
16,P.S. 309 The George E. Wibecan Preparatory Academy,Elementary,C,A,D,C,B,C ,B ,D ,C ,C,Brooklyn
16,"M.S. 267 Math, Science & Technology",Middle,B,B,C,B,A,A ,A ,B ,B ,B,Brooklyn
16,"School of Business, Finance and Entrepreneurship",Middle,A,C,B,A,A,B ,C ,B ,B ,A,Brooklyn
16,M.S. 035 Stephen Decatur,Middle,A,A,C,A,A,A ,A ,B ,A ,A,Brooklyn
16,P.S. 040 George W. Carver,Elementary,A,B,C,A,A,A ,B ,C ,A ,A,Brooklyn
16,P.S. 028 The Warren Prep Academy,Elementary,B,A,D,A,D,D ,A ,D ,F ,B,Brooklyn
16,M.S. 584,Middle,C,C,F,F,A,C ,C ,D ,B ,C,Brooklyn
17,Middle School for Academic and Social Excellence,Middle,B,C,D,B,C,C ,C ,C ,B ,B,Brooklyn
17,P.S. 397 Foster-Laurie,Elementary,B,A,D,B,A,B ,A ,C ,B ,B,Brooklyn
17,M.S. 061 Dr. Gladstone H. Atwell,Middle,C,C,F,D,A,C ,C ,D ,C ,C,Brooklyn
17,P.S. 022,Elementary,C,F,D,F,A,F ,F ,D ,F ,C,Brooklyn
17,Middle School for the Arts,Middle,C,B,F,F,A,D ,C ,F ,F ,C,Brooklyn
17,M.S. K394,K-8,C,A,C,C,A,B ,A ,C ,C ,C,Brooklyn
17,Medgar Evers College Preparatory School,Middle,B,B,C,B,A,C ,A ,B ,C ,B,Brooklyn
17,Medgar Evers College Preparatory School,High School,B,C,B,A,A,C ,A ,B ,C ,B,Brooklyn
17,P.S. 249 The Caton,K-3,A,A,A,A,,A ,A ,A ,A ,A,Brooklyn
17,P.S. 189 Lincoln Terrace,K-8,B,A,B,C,A,A ,A ,A ,A ,B,Brooklyn
17,P.S. 092 Adrian Hegeman,Elementary,C,B,D,D,A,C ,A ,C ,C ,C,Brooklyn
17,P.S. 289 George V. Brower,Elementary,B,D,C,A,B,C ,C ,C ,B ,B,Brooklyn
17,P.S. 375 Jackie-Robinson School,Elementary,B,A,D,B,A,A ,A ,B ,A ,B,Brooklyn
17,School for Democracy and Leadership,Middle,C,C,F,B,B,D ,C ,D ,F ,C,Brooklyn
17,P.S. 399 Stanley Eugene Clark,Elementary,A,A,A,A,A,B ,A ,A ,B ,A,Brooklyn
17,M.S. 246 Walt Whitman,Middle,B,B,D,B,A,B ,B ,C ,B ,B,Brooklyn
17,P.S. 138 Brooklyn,K-8,A,A,B,A,A,B ,A ,C ,B ,A,Brooklyn
17,P.S. 167 The Parkway,Elementary,C,C,D,D,A,C ,D ,D ,C ,C,Brooklyn
17,P.S. 191 Paul Robeson,Elementary,C,B,D,C,B,B ,B ,D ,A ,C,Brooklyn
17,P.S. 241 Emma L. Johnston,Elementary,C,B,B,F,A,A ,B ,A ,A ,C,Brooklyn
17,Elijah Stroud Middle School,Middle,A,B,C,A,A,B ,A ,C ,B ,A,Brooklyn
17,P.S. 398 Walter Weaver,Elementary,B,D,B,A,A,B ,C ,B ,B ,B,Brooklyn
17,P.S. 316 Elijah Stroud,Elementary,A,C,B,A,A,C ,B ,C ,C ,A,Brooklyn
17,M.S. 002,Middle,B,A,C,B,A,B ,A ,C ,B ,B,Brooklyn
17,P.S. 091 The Albany Avenue School,Elementary,C,B,C,D,A,D ,C ,C ,F ,C,Brooklyn
17,Ronald Edmonds Learning Center II,Middle,C,B,C,C,A,A ,B ,B ,A ,C,Brooklyn
17,P.S. 181 Brooklyn,K-8,C,D,C,C,A,B ,D ,C ,B ,C,Brooklyn
17,P.S. 012,Elementary,B,C,C,B,A,C ,C ,D ,C ,B,Brooklyn
17,P.S. 221 Toussaint L'Ouverture,Elementary,C,B,D,C,A,A ,A ,C ,A ,C,Brooklyn
17,P.S. 161 The Crown,K-8,C,C,C,F,A,D ,C ,D ,D ,C,Brooklyn
17,"School for Human Rights, The",High School,A,A,A,B,A,C ,A ,C ,C ,B,Brooklyn
17,Ebbets Field Middle School,Middle,B,C,D,B,A,B ,B ,C ,B ,B,Brooklyn
17,School for Democracy and Leadership,High School,C,D,A,C,B,D ,C ,D ,F ,C,Brooklyn
17,P.S. 006,Elementary,B,A,C,A,A,B ,B ,C ,B ,B,Brooklyn
17,"School for Human Rights, The",Middle,B,A,D,B,A,C ,A ,C ,C ,B,Brooklyn
17,I.S. 340,Middle,B,C,D,B,B,C ,C ,D ,F ,B,Brooklyn
17,The School of Integrated Learning,Middle,A,B,B,A,A,B ,B ,B ,B ,A,Brooklyn
18,I.S. 211 John Wilson,Middle,B,B,C,B,A,A ,B ,B ,A ,B,Brooklyn
18,P.S. 114 Ryder Elementary,Elementary,D,F,F,D,B,C ,D ,D ,B ,D,Brooklyn
18,Middle School for Art and Philosophy,Middle,C,D,D,C,A,C ,F ,D ,C ,C,Brooklyn
18,I.S. 285 Meyer Levin,Middle,C,D,D,C,B,B ,C ,C ,B ,C,Brooklyn
18,P.S. 268 Emma Lazarus,Elementary,C,A,D,C,A,B ,A ,C ,A ,C,Brooklyn
18,P.S. 115 Daniel Mucatel School,Elementary,B,A,C,B,A,B ,B ,B ,C ,B,Brooklyn
18,P.S. 208 Elsa Ebeling,Elementary,B,A,C,B,A,B ,A ,C ,B ,B,Brooklyn
18,P.S. 66,K-8,A,A,B,B,A,B ,A ,B ,C ,A,Brooklyn
18,P.S. 272 Curtis Estabrook,Elementary,C,C,D,B,A,F ,C ,D ,F ,C,Brooklyn
18,THE SCIENCE AND MEDICINE MIDDLE SCHOOL,Middle,,,,,,B ,A ,C ,B ,,Brooklyn
18,P.S. 233 Langston Hughes,Elementary,C,C,C,C,A,C ,B ,C ,D ,C,Brooklyn
18,P.S. 279 Herman Schreiber,Elementary,C,B,C,C,A,C ,D ,C ,C ,C,Brooklyn
18,East Flatbush Community Research School,Middle,C,F,D,F,A,D ,B ,F ,D ,C,Brooklyn
18,P.S. 276 Louis Marshall,Elementary,C,B,C,C,A,B ,B ,C ,A ,C,Brooklyn
18,Middle School of Marketing and Legal Studies,Middle,C,B,C,C,A,B ,A ,C ,B ,C,Brooklyn
18,P.S. 244 Richard R. Green,Elementary,B,B,C,A,A,A ,A ,C ,A ,B,Brooklyn
18,P.S. 235 Lenox School,K-8,B,B,A,B,A,A ,A ,A ,A ,B,Brooklyn
18,P.S. 219 Kennedy-King,Elementary,C,B,C,C,A,B ,B ,C ,A ,C,Brooklyn
18,P.S. 135 Sheldon A. Brookner,Elementary,B,A,C,B,A,B ,A ,C ,B ,B,Brooklyn
18,I.S. 068 Isaac Bildersee,Middle,C,C,D,B,A,B ,C ,C ,B ,C,Brooklyn
19,J.H.S. 218 James P. Sinnott,Middle,B,C,C,A,A,B ,C ,C ,B ,B,Brooklyn
19,P.S. 345 Patrolman Robert Bolden,Elementary,B,D,C,B,A,C ,C ,D ,B ,B,Brooklyn
19,P.S. 306 Ethan Allen,K-8,B,D,D,B,A,F ,D ,F ,F ,B,Brooklyn
19,P.S. 214 Michael Friedsam,Elementary,B,B,D,B,A,B ,B ,C ,B ,B,Brooklyn
19,P.S. 159 Isaac Pitkin,Elementary,C,C,D,C,A,B ,B ,D ,B ,C,Brooklyn
19,J.H.S. 302 Rafael Cordero,Middle,D,D,F,C,B,C ,D ,D ,C ,D,Brooklyn
19,P.S. 065,Elementary,A,A,A,A,A,B ,A ,B ,C ,A,Brooklyn
19,I.S. 364 Gateway,Middle,B,B,C,B,A,C ,C ,C ,C ,B,Brooklyn
19,P.S. 013 Roberto Clemente,Elementary,C,B,D,C,B,C ,C ,C ,C ,C,Brooklyn
19,P.S. 202 Ernest S. Jenkyns,K-8,C,C,D,F,A,D ,C ,D ,F ,C,Brooklyn
19,P.S. 158 Warwick,Elementary,C,B,D,C,A,B ,B ,C ,B ,C,Brooklyn
19,P.S. 190 Sheffield,Elementary,A,B,B,A,A,B ,C ,B ,C ,A,Brooklyn
19,P.S. 273 Wortman,Elementary,C,A,C,D,A,C ,A ,C ,C ,C,Brooklyn
19,J.H.S. 166 George Gershwin,Middle,C,C,D,B,B,C ,D ,D ,C ,C,Brooklyn
19,EAST NEW YORK MIDDLE SCHOOL OF EXCELLENCE,Middle,,,,,,B ,A ,C ,B ,,Brooklyn
19,P.S. 007 Abraham Lincoln,Elementary,B,B,C,B,A,A ,B ,B ,A ,B,Brooklyn
19,Frederick Douglass Academy VIII Middle School,Middle,B,B,D,B,A,B ,A ,C ,B ,B,Brooklyn
19,Essence School,Middle,B,B,D,B,B,C ,C ,D ,C ,B,Brooklyn
19,P.S. 290 Juan Morel Campos,Elementary,B,A,C,B,A,B ,A ,B ,B ,B,Brooklyn
19,P.S./I.S. 072 Annette P Goldman,K-8,,,,,,,,,,,Brooklyn
19,East New York Family Academy,High School,B,C,B,B,B,A ,B ,A ,A ,B,Brooklyn
19,J.H.S. 292 Margaret S. Douglas,Middle,C,C,C,B,A,B ,C ,C ,B ,C,Brooklyn
19,P.S. 260 Breuckelen,Elementary,D,F,F,D,B,,,,,D,Brooklyn
19,P.S. 089 Cypress Hills,K-8,B,A,D,B,A,B ,A ,D ,B ,B,Brooklyn
19,East New York Family Academy,Middle,B,B,B,B,A,A ,B ,A ,A ,B,Brooklyn
19,P.S. 174 Dumont,K-8,C,B,F,C,B,C ,C ,D ,C ,C,Brooklyn
19,P.S. 108 Sal Abbracciamento,Elementary,B,A,C,B,A,B ,A ,C ,B ,B,Brooklyn
19,P.S. 213 New Lots,Elementary,C,B,C,D,A,D ,C ,C ,F ,C,Brooklyn
19,I.S. 171 Abraham Lincoln,Middle,C,C,F,B,B,F ,C ,F ,F ,C,Brooklyn
19,EAST NEW YORK ELEMENTARY SCHOOL OF EXCELLENCE,K-3,,,,,,C ,B ,D ,C ,,Brooklyn
19,P.S. 328 Phyllis Wheatley,K-8,B,D,D,B,A,D ,B ,D ,D ,B,Brooklyn
19,P.S. 346 Abe Stark,Elementary,C,D,D,C,A,C ,D ,C ,B ,C,Brooklyn
19,P.S. 224 Hale A. Woodruff,Elementary,B,C,D,B,A,C ,C ,D ,C ,B,Brooklyn
19,P.S. 149 Danny Kaye,Elementary,C,C,C,C,A,C ,C ,C ,C ,C,Brooklyn
20,P.S. 164 Caesar Rodney,Elementary,A,A,B,A,A,A ,A ,B ,A ,A,Brooklyn
20,P.S. 229 Dyker,Elementary,B,B,B,B,A,B ,C ,B ,B ,B,Brooklyn
20,Urban Assembly School for Criminal Justice,Middle,B,B,C,B,A,A ,A ,C ,A ,B,Brooklyn
20,I.S. 30 Mary White Ovington,Middle,A,B,B,A,A,B ,B ,B ,C ,A,Brooklyn
20,Ralph A. Fabrizio School,Elementary,B,B,C,B,A,B ,B ,C ,B ,B,Brooklyn
20,PS 503: The School of Discovery,Elementary,B,A,D,B,A,B ,A ,C ,B ,B,Brooklyn
20,P.S. 205 Clarion,Elementary,B,B,C,B,A,A ,C ,C ,A ,B,Brooklyn
20,J.H.S. 201 The Dyker Heights,Middle,A,B,B,B,A,A ,B ,B ,A ,A,Brooklyn
20,J.H.S. 223 The Montauk,Middle,B,B,C,A,A,A ,B ,C ,A ,B,Brooklyn
20,P.S. 163 Bath Beach,Elementary,A,A,C,A,A,A ,A ,C ,A ,A,Brooklyn
20,P.S. 69 Vincent D. Grippo School,Elementary,A,A,C,A,A,A ,A ,C ,A ,A,Brooklyn
20,P.S. 176 Ovington,Elementary,A,A,B,A,A,A ,A ,B ,A ,A,Brooklyn
20,P.S. 204 Vince Lombardi,Elementary,A,A,C,A,A,B ,A ,B ,B ,A,Brooklyn
20,P.S. 112 Lefferts Park,Elementary,B,A,C,B,A,A ,A ,B ,A ,B,Brooklyn
20,J.H.S. 259 William Mckinley,Middle,A,A,B,A,A,A ,A ,B ,A ,A,Brooklyn
20,P.S. 105 The Blythebourne,Elementary,A,A,B,A,A,A ,A ,C ,A ,A,Brooklyn
20,P.S. 186 Dr. Irving A Gladstone,Elementary,B,B,C,A,A,B ,A ,C ,B ,B,Brooklyn
20,P.S. 102 The Bayview,Elementary,B,B,B,B,A,B ,B ,B ,B ,B,Brooklyn
20,J.H.S. 220 John J. Pershing,Middle,B,B,D,A,B,C ,B ,D ,C ,B,Brooklyn
20,P.S. 200 Benson School,Elementary,B,D,C,B,A,A ,C ,C ,A ,B,Brooklyn
20,P.S. 247 Brooklyn,Elementary,A,B,B,A,A,A ,B ,A ,A ,A,Brooklyn
20,P.S. 185 Walter Kassenbrock,Elementary,C,B,C,B,A,C ,B ,C ,C ,C,Brooklyn
20,The SEEALL Academy,K-8,B,A,D,B,A,B ,A ,C ,C ,B,Brooklyn
20,J.H.S. 062 Ditmas,Middle,A,A,C,A,A,B ,A ,C ,B ,A,Brooklyn
20,P.S. 160 William T. Sampson,Elementary,B,A,C,B,A,C ,B ,C ,C ,B,Brooklyn
20,P.S./I.S. 104 The Fort Hamilton School,K-8,A,A,C,B,B,B ,B ,B ,B ,A,Brooklyn
20,P.S. 127 Mckinley Park,Elementary,D,B,D,D,B,B ,B ,C ,B ,D,Brooklyn
20,P.S. 506: The School of Journalism & Technology,Elementary,B,A,D,B,A,B ,A ,D ,A ,B,Brooklyn
20,P.S. 179 Kensington,Elementary,C,B,D,B,A,C ,C ,D ,C ,C,Brooklyn
20,P.S. 048 Mapleton,Elementary,B,B,B,B,A,A ,C ,C ,A ,B,Brooklyn
20,J.H.S. 227 Edward B. Shallow,Middle,B,C,C,B,A,A ,B ,C ,A ,B,Brooklyn
21,Brooklyn Studio Secondary School,Middle,A,B,A,A,A,B ,C ,A ,B ,A,Brooklyn
21,Brooklyn Studio Secondary School,High School,A,C,B,C,B,B ,C ,A ,B ,A,Brooklyn
21,P.S. 177 The Marlboro,Elementary,A,B,B,A,A,B ,B ,B ,B ,A,Brooklyn
21,I.S. 228 David A. Boody,Middle,C,C,C,C,A,C ,B ,C ,C ,C,Brooklyn
21,P.S. 212 Lady Deborah Moody,Elementary,B,A,C,B,A,B ,A ,C ,B ,B,Brooklyn
21,Kingsborough Early College School,High School,,,,,,B ,B ,B ,B ,B,Brooklyn
21,P.S. 153 Homecrest,Elementary,B,B,C,B,A,C ,C ,C ,C ,B,Brooklyn
21,I.S. 303 Herbert S. Eisenberg,Middle,B,B,B,B,A,A ,A ,B ,B ,B,Brooklyn
21,I.S. 98 Bay Academy,Middle,A,B,B,A,B,A ,B ,A ,A ,A,Brooklyn
21,P.S. 101 The Verrazano,Elementary,B,A,B,B,A,B ,A ,B ,C ,B,Brooklyn
21,P.S. 216 Arturo Toscanini,Elementary,B,B,B,A,A,C ,B ,C ,C ,B,Brooklyn
21,P.S. 288 The Shirley Tanyhill,K-8,A,C,D,A,A,B ,D ,D ,B ,A,Brooklyn
21,P.S. 095 The Gravesend,K-8,C,D,F,B,B,C ,D ,D ,C ,C,Brooklyn
21,P.S. 209 Margaret Mead,K-8,C,B,C,C,A,B ,B ,C ,B ,C,Brooklyn
21,I.S. 096 Seth Low,Middle,B,C,C,B,A,B ,B ,C ,A ,B,Brooklyn
21,P.S. 238 Anne Sullivan,K-8,B,A,D,B,A,B ,A ,C ,C ,B,Brooklyn
21,Kingsborough Early College School,Middle,B,B,C,B,A,B ,B ,B ,B ,B,Brooklyn
21,I.S. 281 Joseph B Cavallaro,Middle,B,B,C,B,A,A ,B ,B ,B ,B,Brooklyn
21,P.S. 100 The Coney Island School,Elementary,B,B,B,B,A,C ,C ,C ,C ,B,Brooklyn
21,P.S. 329 Surfside,Elementary,C,A,C,C,A,B ,A ,C ,B ,C,Brooklyn
21,P.S. 199 Frederick Wachtel,Elementary,B,B,B,A,B,B ,C ,B ,A ,B,Brooklyn
21,P.S. 188 Michael E. Berdy,Elementary,C,A,D,C,A,A ,A ,C ,A ,C,Brooklyn
21,P.S. 121 Nelson A. Rockefeller,K-8,A,A,C,B,A,A ,A ,B ,A ,A,Brooklyn
21,P.S. 128 Bensonhurst,Elementary,B,A,F,A,B,B ,A ,D ,B ,B,Brooklyn
21,P.S. 97 The Highlawn,Elementary,A,A,C,A,A,A ,A ,C ,A ,A,Brooklyn
21,P.S. 099 Isaac Asimov,K-8,A,A,C,A,A,A ,A ,C ,A ,A,Brooklyn
21,P.S. 253,Elementary,A,A,C,B,A,A ,A ,B ,A ,A,Brooklyn
21,P.S. 215 Morris H. Weiss,Elementary,C,B,C,C,A,A ,B ,B ,A ,C,Brooklyn
21,Mark Twain I.S. 239 for the Gifted & Talented,Middle,A,A,A,A,A,A ,A ,A ,A ,A,Brooklyn
21,P.S. 253,Elementary,A,A,C,B,A,D ,A ,D ,F ,C,Brooklyn
21,P.S. K225 - The Eileen E. Zaglin,K-8,A,B,C,A,A,B ,A ,C ,B ,A,Brooklyn
21,P.S. 90 Edna Cohen School,Elementary,B,B,D,B,A,A ,C ,C ,A ,B,Brooklyn
21,P.S. 226 Alfred De B.Mason,K-8,A,A,B,A,A,B ,A ,C ,B ,A,Brooklyn
22,J.H.S. 278 Marine Park,Middle,D,A,F,D,B,D ,A ,D ,F ,D,Brooklyn
22,P.S. 198 Brooklyn,Elementary,C,C,D,C,A,B ,B ,C ,A ,C,Brooklyn
22,I. S. 381,Middle,C,B,D,C,B,C ,C ,C ,D ,C,Brooklyn
22,P.S. 194 Raoul Wallenberg,Elementary,C,B,C,C,A,C ,B ,C ,C ,C,Brooklyn
22,J.H.S. 234 Arthur W. Cunningham,Middle,B,B,C,B,A,B ,B ,B ,B ,B,Brooklyn
22,P.S. 119 Amersfort,Elementary,B,A,C,B,A,B ,A ,C ,B ,B,Brooklyn
22,P.S. 193 Gil Hodges,Elementary,B,A,B,B,A,C ,B ,B ,C ,B,Brooklyn
22,P.S. 245,Elementary,A,A,C,A,A,B ,A ,B ,B ,A,Brooklyn
22,P.S. 251 Paerdegat,Elementary,C,C,D,B,A,B ,B ,C ,B ,C,Brooklyn
22,P.S. K315,Elementary,B,A,C,B,A,B ,B ,C ,C ,B,Brooklyn
22,P.S. 195 Manhattan Beach,Elementary,A,B,B,A,A,B ,B ,B ,C ,A,Brooklyn
22,P.S. K134,Elementary,A,A,A,A,A,A ,A ,A ,A ,A,Brooklyn
22,Brooklyn College Academy,Middle,B,A,D,A,B,A ,A ,B ,A ,B,Brooklyn
22,P.S. 139 Alexine A. Fenty,Elementary,C,B,D,D,A,B ,C ,C ,B ,C,Brooklyn
22,P.S. 109,K-8,B,B,D,B,A,C ,C ,D ,D ,B,Brooklyn
22,P.S. 052 Sheepshead Bay,Elementary,B,B,D,B,A,C ,B ,C ,C ,B,Brooklyn
22,P.S. 222 Katherine R. Snyder,Elementary,A,A,A,A,A,B ,A ,A ,B ,A,Brooklyn
22,P.S. 254 Dag Hammarskjold,Elementary,A,A,A,B,A,A ,B ,A ,A ,A,Brooklyn
22,P.S. 236 Mill Basin,Elementary,B,A,C,C,B,C ,B ,B ,C ,B,Brooklyn
22,J.H.S. 078 Roy H. Mann,Middle,C,C,C,C,A,C ,B ,C ,C ,C,Brooklyn
22,School of Science & Technology,Elementary,C,A,C,D,A,B ,A ,C ,C ,C,Brooklyn
22,P.S. 255 Barbara Reing School,Elementary,A,A,B,A,A,A ,A ,B ,A ,A,Brooklyn
22,Andries Hudde,Middle,B,D,D,B,A,C ,C ,C ,C ,B,Brooklyn
22,P.S. 206 Joseph F Lamb,K-8,A,B,B,A,A,C ,B ,B ,C ,A,Brooklyn
22,P.S. 217 Colonel David Marcus School,Elementary,B,A,C,B,A,B ,A ,C ,B ,B,Brooklyn
22,P.S. 312 Bergen Beach,Elementary,C,A,B,D,A,C ,A ,B ,D ,C,Brooklyn
22,P.S. 207 Elizabeth G. Leary,K-8,C,A,C,C,A,B ,B ,B ,C ,C,Brooklyn
22,Brooklyn College Academy,High School,A,A,B,A,A,A ,A ,B ,A ,B,Brooklyn
22,P.S. 277 Gerritsen Beach,Elementary,A,A,B,B,B,C ,A ,B ,D ,A,Brooklyn
22,P.S. 269 Nostrand,Elementary,C,A,D,D,A,C ,B ,D ,C ,C,Brooklyn
22,P.S. 203 Floyd Bennett,Elementary,C,B,D,C,A,B ,C ,C ,B ,C,Brooklyn
22,P.S. 197 Brooklyn,Elementary,A,A,C,A,A,B ,A ,C ,B ,A,Brooklyn
22,J.H.S. 014 Shell Bank,Middle,C,B,C,B,A,A ,A ,B ,B ,C,Brooklyn
22,P.S. 361 East Flatbush Early Childhood School,K-2,C,B,F,C,,C ,D ,B ,C ,C,Brooklyn
23,P.S./I.S. 137 Rachel Jean Mitchell,K-8,D,D,D,D,B,C ,B ,D ,C ,D,Brooklyn
23,P.S. 332 Charles H. Houston,K-8,F,D,F,F,C,,,,,F,Brooklyn
23,Eagle Academy for Young Men II,Middle,A,A,C,A,,B ,A ,C ,C ,A,Brooklyn
23,Kappa V,Middle,C,B,C,C,A,A ,B ,C ,A ,C,Brooklyn
23,P.S. 156 Waverly,Elementary,C,B,D,D,A,C ,B ,D ,C ,C,Brooklyn
23,P.S./ I.S. 155 Nicholas Herkimer,K-8,B,A,C,B,A,A ,B ,C ,A ,B,Brooklyn
23,P.S. 284 Lew Wallace,K-8,C,B,D,C,A,B ,B ,D ,B ,C,Brooklyn
23,P.S. 150 Christopher,K-8,C,D,D,C,A,C ,C ,D ,C ,C,Brooklyn
23,P.S. 041 Francis White,K-8,C,F,D,B,A,A ,C ,D ,A ,C,Brooklyn
23,P.S. 178 Saint Clair Mckelway,K-8,B,B,C,C,A,C ,C ,C ,D ,B,Brooklyn
23,Teachers Preparatory High School,High School,A,B,A,A,A,B ,B ,C ,B ,C,Brooklyn
23,P.S. 184 Newport,K-8,C,D,D,B,B,B ,D ,C ,B ,C,Brooklyn
23,P.S. 073 Thomas S. Boyland,K-8,C,B,D,C,B,C ,C ,D ,C ,C,Brooklyn
23,Teachers Preparatory High School,Middle,C,C,D,C,A,B ,B ,C ,B ,C,Brooklyn
23,I.S. 392,Middle,B,B,B,B,A,A ,B ,A ,A ,B,Brooklyn
23,P.S. 298 Dr. Betty Shabazz,K-8,C,F,F,C,A,F ,F ,F ,D ,C,Brooklyn
23,Mott Hall IV,Middle,C,C,F,F,A,F ,C ,F ,F ,C,Brooklyn
23,P.S. 165 Ida Posner,K-8,C,C,F,B,B,C ,C ,F ,C ,C,Brooklyn
23,P.S./I.S. 323,K-8,B,A,D,B,A,A ,A ,C ,A ,B,Brooklyn
23,Brooklyn Collegiate: A College Board School,High School,C,B,B,C,B,F ,B ,F ,F ,D,Brooklyn
23,General D. Chappie James Middle School of Science,Middle,D,C,F,D,,D ,B ,F ,D ,D,Brooklyn
23,P.S. 327 Dr. Rose B. English,K-8,C,D,D,C,A,C ,C ,C ,C ,C,Brooklyn
23,Brooklyn Collegiate: A College Board School,Middle,D,D,F,F,B,F ,B ,F ,F ,D,Brooklyn
24,I.S. 125 Thom J. McCann Woodside,Middle,B,B,C,B,A,A ,A ,B ,B ,B,Queens
24,P.S. 007 Louis F. Simeone,K-3,B,B,B,B,,B ,B ,B ,C ,B,Queens
24,P.S. 58 - School of Heroes,Elementary,A,B,B,A,A,B ,B ,C ,C ,A,Queens
24,I.S. 119 The Glendale,Middle,C,D,C,D,A,A ,C ,B ,B ,C,Queens
24,I.S. 093 Ridgewood,Middle,B,C,B,A,A,C ,B ,C ,C ,B,Queens
24,P.S. 014 Fairview,Elementary,A,A,C,A,A,B ,A ,C ,B ,A,Queens
24,P.S. 113 Isaac Chauncey,Elementary,A,A,A,B,A,B ,A ,A ,D ,A,Queens
24,P.S. 088 Seneca,Elementary,C,B,D,C,A,B ,C ,C ,B ,C,Queens
24,P.S. 128 Juniper Valley,Elementary,A,A,B,A,A,B ,A ,B ,C ,A,Queens
24,P.S. 089 Elmhurst,Elementary,A,A,B,A,A,A ,A ,B ,A ,A,Queens
24,P.S. 013 Clement C. Moore,Elementary,B,A,B,B,A,A ,B ,B ,B ,B,Queens
24,P.S. 087 Middle Village,K-8,A,A,D,A,A,A ,A ,C ,A ,A,Queens
24,I.S. 5 - The Walter Crowley Intermediate School,Middle,A,B,B,A,A,B ,A ,B ,B ,A,Queens
24,P.S. 049 Dorothy Bonawit Kole,Elementary,C,C,C,B,A,A ,B ,B ,B ,C,Queens
24,I.S. 077,Middle,B,B,C,B,A,B ,B ,C ,B ,B,Queens
24,P.S. 071 Forest,Elementary,C,F,D,B,A,C ,D ,C ,B ,C,Queens
24,P.S. 019 Marino Jeantet,Elementary,B,B,B,B,A,A ,A ,B ,B ,B,Queens
24,P.S. 153 Maspeth Elem,Elementary,A,B,C,A,A,B ,B ,C ,B ,A,Queens
24,I.S. 73 - The Frank Sansivieri Intermediate School,Middle,A,C,B,A,A,B ,C ,B ,B ,A,Queens
24,P.S. 012 James B. Colgate,Elementary,A,A,B,A,A,B ,A ,B ,B ,A,Queens
24,P.S. Q016,Elementary,B,A,B,B,A,B ,A ,B ,C ,B,Queens
